precio,superficie,baños,habitaciones,precio/metro,Barrio
1.500,100,2,3,15,El Putxet-El Farró 
856,45,1,1,19,El Putxet-El Farró 
1.250,56,1,2,22,Sarrià 
1.200,65,2,1,18,Sant Gervasi-Galvany 
1.700,85,2,3,20,El Putxet-El Farró 
5.206,286,5,5,18,Sant Gervasi-Galvany 
1.090,76,2,2,14,El Putxet-El Farró 
3.745,154,3,4,24,Les Tres Torres 
1.350,77,2,2,18,Sant Gervasi-Galvany 
1.768,120,2,3,15,El Putxet-El Farró 
975,75,2,3,13,Sant Gervasi-La Bonanova 
900,75,1,2,12,El Putxet-El Farró 
800,75,1,2,11,El Putxet-El Farró 
1.400,80,2,2,18,El Putxet-El Farró 
1.450,80,2,2,18,Sarrià 
1.800,129,2,3,14,Sarrià 
2.604,101,2,3,26,Sarrià 
1.450,85,1,2,17,Sant Gervasi-La Bonanova 
1.400,117,2,4,12,Sant Gervasi-La Bonanova 
1.050,84,1,3,13,Sant Gervasi-La Bonanova 
1.500,140,3,4,11,Sant Gervasi-Galvany 
900,60,1,2,15,Les Tres Torres 
1.050,60,1,1,18,Sant Gervasi-Galvany 
1.500,140,3,3,11,El Putxet-El Farró 
2.750,181,3,3,15,Sant Gervasi-Galvany 
1.200,80,1,3,15,Sarrià 
1.700,147,3,3,12,Sant Gervasi-La Bonanova 
1.200,50,1,1,24,Sarrià 
1.400,116,2,2,12,El Putxet-El Farró 
3.637,124,3,4,29,Sarrià 
825,51,1,1,16,Sarrià 
1.400,75,1,2,19,Les Tres Torres 
1.400,85,2,3,16,El Putxet-El Farró 
860,65,1,2,13,Sant Gervasi-Galvany 
1.812,60,1,1,30,Sarrià 
2.850,140,2,3,20,Les Tres Torres 
650,40,1,1,16,Sant Gervasi-La Bonanova 
1.000,134,1,4,7,El Putxet-El Farró 
1.200,55,1,1,22,Sant Gervasi-La Bonanova 
1.100,81,1,3,14,El Putxet-El Farró 
1.075,46,1,1,23,El Putxet-El Farró 
1.200,115,2,4,10,El Putxet-El Farró 
1.700,85,2,3,20,El Putxet-El Farró 
3.426,129,3,4,27,Sarrià 
3.500,279,5,5,13,Sant Gervasi-Galvany 
1.000,85,2,3,12,Sarrià 
1.150,84,2,3,14,Sant Gervasi-Galvany 
2.800,195,3,2,14,Sant Gervasi-Galvany 
1.400,102,2,3,14,Sant Gervasi-Galvany 
5.800,410,3,5,14,Les Tres Torres 
2.500,181,2,4,14,Sant Gervasi-La Bonanova 
1.300,85,1,3,15,Sant Gervasi-La Bonanova 
995,68,1,2,15,Les Tres Torres 
900,45,1,1,20,El Putxet-El Farró 
1.100,80,1,2,14,Sant Gervasi-Galvany 
2.200,120,2,3,18,Sant Gervasi-Galvany 
1.400,95,2,3,15,Sant Gervasi-Galvany 
1.200,73,1,2,16,El Putxet-El Farró 
1.900,120,2,3,16,Sant Gervasi-La Bonanova 
2.850,150,2,3,19,Les Tres Torres 
1.700,85,2,3,20,El Putxet-El Farró 
1.050,80,1,3,13,El Putxet-El Farró 
1.000,122,2,3,8,El Putxet-El Farró 
4.900,214,2,6,23,Les Tres Torres 
1.150,90,2,3,13,Sant Gervasi-Galvany 
1.850,126,2,3,15,Sarrià 
3.000,194,3,5,15,Sant Gervasi-Galvany 
4.000,350,4,6,11,Sant Gervasi-La Bonanova 
1.700,160,2,4,11,Sant Gervasi-Galvany 
5.500,280,4,5,20,Sant Gervasi-Galvany 
5.900,439,4,5,13,Sant Gervasi-Galvany 
1.150,72,1,3,16,Sarrià 
950,65,2,2,15,Sarrià 
1.550,80,1,3,19,Sant Gervasi-Galvany 
1.000,43,1,1,23,Sant Gervasi-La Bonanova 
900,70,1,3,13,El Putxet-El Farró 
980,60,1,1,16,Sant Gervasi-La Bonanova 
980,85,1,3,12,Sant Gervasi-La Bonanova 
1.000,80,1,4,13,Sant Gervasi-La Bonanova 
875,51,1,2,17,Sant Gervasi-Galvany 
1.100,80,2,4,14,Les Tres Torres 
1.500,85,2,2,18,Sant Gervasi-Galvany 
850,63,1,2,13,Sant Gervasi-Galvany 
1.500,140,3,3,11,El Putxet-El Farró 
1.650,119,2,2,14,Sant Gervasi-Galvany 
1.600,85,2,2,19,El Putxet-El Farró 
3.600,259,3,5,14,Sant Gervasi-Galvany 
950,90,2,2,11,El Putxet-El Farró 
1.550,80,1,3,19,Sant Gervasi-Galvany 
900,45,1,1,20,Sant Gervasi-Galvany 
1.025,58,1,1,18,Sant Gervasi-Galvany 
1.600,128,2,4,13,Sant Gervasi-La Bonanova 
1.600,80,1,2,20,Sant Gervasi-Galvany 
1.200,85,2,3,14,El Putxet-El Farró 
1.225,87,2,2,14,Sant Gervasi-La Bonanova 
2.500,100,1,2,25,Sant Gervasi-Galvany 
1.346,90,2,4,15,El Putxet-El Farró 
1.500,140,3,3,11,El Putxet-El Farró 
1.200,65,1,1,18,Sant Gervasi-Galvany 
800,54,1,3,15,Sant Gervasi-Galvany 
1.500,140,3,3,11,El Putxet-El Farró 
1.400,65,1,2,22,Sant Gervasi-Galvany 
2.675,230,3,6,12,Sant Gervasi-La Bonanova 
1.100,72,2,2,15,Sarrià 
11.500,480,4,8,24,Sant Gervasi-La Bonanova 
900,85,1,2,11,El Putxet-El Farró 
2.450,212,3,3,12,Sant Gervasi-Galvany 
1.200,87,2,5,14,Sant Gervasi-Galvany 
3.200,210,3,4,15,Les Tres Torres 
2.700,140,3,4,19,Sant Gervasi-La Bonanova 
1.400,85,2,3,16,El Putxet-El Farró 
1.400,133,2,4,11,El Putxet-El Farró 
3.448,115,2,3,30,Sarrià 
1.675,80,1,2,21,El Putxet-El Farró 
1.300,55,1,1,24,Sant Gervasi-Galvany 
1.150,53,1,1,22,Sant Gervasi-Galvany 
1.700,65,1,2,26,Sarrià 
3.500,190,3,3,18,Sarrià 
2.800,123,2,2,23,Sant Gervasi-Galvany 
1.650,120,2,4,14,Sarrià 
800,62,1,3,13,El Putxet-El Farró 
2.100,265,3,3,8,Sarrià 
3.700,216,3,4,17,Les Tres Torres 
1.000,66,1,2,15,Sarrià 
6.800,338,4,6,20,Sant Gervasi-Galvany 
1.250,97,2,3,13,Sant Gervasi-Galvany 
3.900,146,2,4,27,Sant Gervasi-Galvany 
1.400,85,2,3,16,El Putxet-El Farró 
3.200,252,3,4,13,Sant Gervasi-Galvany 
1.250,110,2,4,11,Sant Gervasi-Galvany 
1.500,128,2,4,12,Sant Gervasi-La Bonanova 
750,40,1,1,19,El Putxet-El Farró 
900,50,1,1,18,Sant Gervasi-Galvany 
900,50,1,1,18,El Putxet-El Farró 
4.900,257,5,5,19,Les Tres Torres 
1.000,55,1,1,18,Sant Gervasi-Galvany 
1.350,95,2,2,14,Sarrià 
1.500,90,2,3,17,El Putxet-El Farró 
1.400,85,2,3,16,El Putxet-El Farró 
1.350,92,1,3,15,Sant Gervasi-Galvany 
3.000,170,4,4,18,Sant Gervasi-Galvany 
1.800,130,2,4,14,El Putxet-El Farró 
1.490,92,1,3,16,El Putxet-El Farró 
1.000,85,2,3,12,Sarrià 
1.000,50,1,2,20,El Putxet-El Farró 
2.500,211,5,6,12,Sant Gervasi-Galvany 
3.000,236,3,5,13,Sarrià 
750,38,1,1,20,Sant Gervasi-Galvany 
1.000,56,1,1,18,El Putxet-El Farró 
1.400,65,1,2,22,Sant Gervasi-Galvany 
1.250,71,1,3,18,El Putxet-El Farró 
900,62,1,2,15,Sant Gervasi-Galvany 
2.300,181,3,4,13,Sant Gervasi-Galvany 
2.740,114,2,3,24,Sant Gervasi-La Bonanova 
1.100,71,1,3,15,El Putxet-El Farró 
3.000,200,3,4,15,Les Tres Torres 
9.000,613,7,8,15,Sant Gervasi-Galvany 
7.000,230,4,10,30,Sant Gervasi-Galvany 
985,90,1,2,11,Les Tres Torres 
1.550,100,2,3,16,Les Tres Torres 
950,76,1,3,13,Sant Gervasi-Galvany 
1.400,85,2,3,16,El Putxet-El Farró 
1.950,119,2,4,16,Sarrià 
1.750,80,1,2,22,El Putxet-El Farró 
1.100,84,2,3,13,Sant Gervasi-Galvany 
1.590,109,2,3,15,El Putxet-El Farró 
875,101,1,3,9,El Putxet-El Farró 
1.400,45,1,1,31,Sant Gervasi-La Bonanova 
700,42,1,1,17,Sant Gervasi-La Bonanova 
3.640,152,2,3,24,Les Tres Torres 
640,41,1,1,16,Sarrià 
1.300,78,1,3,17,Sant Gervasi-Galvany 
1.350,124,1,3,11,Sant Gervasi-La Bonanova 
800,55,1,2,15,Sant Gervasi-Galvany 
1.700,100,2,3,17,Sant Gervasi-Galvany 
3.813,116,2,3,33,Sarrià 
1.400,116,2,2,12,Sant Gervasi-La Bonanova 
950,70,1,3,14,Sarrià 
3.750,105,2,2,36,Sarrià 
1.950,120,2,3,16,Sarrià 
1.500,140,3,3,11,El Putxet-El Farró 
3.427,129,3,4,27,Sarrià 
1.250,48,1,2,26,Les Tres Torres 
2.568,88,2,2,29,Sarrià 
900,78,1,3,12,El Putxet-El Farró 
1.500,95,2,4,16,El Putxet-El Farró 
1.475,140,2,4,11,Sant Gervasi-Galvany 
800,55,1,2,15,Sarrià 
990,80,2,3,12,Sant Gervasi-La Bonanova 
1.150,49,1,1,23,El Putxet-El Farró 
1.000,75,2,4,13,Sant Gervasi-Galvany 
1.900,96,1,2,20,Sarrià 
3.000,136,2,3,22,Sant Gervasi-Galvany 
3.000,250,3,4,12,Sant Gervasi-Galvany 
990,76,1,3,13,Sarrià 
2.886,115,2,3,25,Sarrià 
1.220,52,1,1,23,Sant Gervasi-Galvany 
1.800,150,2,3,12,Sarrià 
3.892,125,3,4,31,Sarrià 
1.250,50,1,2,25,Les Tres Torres 
2.000,90,2,3,22,Sant Gervasi-Galvany 
980,78,1,3,13,Sant Gervasi-La Bonanova 
1.200,70,1,2,17,Sant Gervasi-Galvany 
915,72,1,3,13,Sarrià 
1.750,97,3,3,18,Sant Gervasi-Galvany 
1.000,40,1,1,25,Les Tres Torres 
1.550,100,2,3,16,Les Tres Torres 
1.600,102,2,3,16,Sarrià 
3.600,338,4,5,11,Les Tres Torres 
1.400,120,2,4,12,Sant Gervasi-La Bonanova 
1.700,96,2,4,18,El Putxet-El Farró 
850,60,1,3,14,El Putxet-El Farró 
2.800,187,3,4,15,Sant Gervasi-Galvany 
3.950,180,3,3,22,Sant Gervasi-Galvany 
3.300,200,4,5,17,Sarrià 
1.695,79,1,1,21,Sant Gervasi-Galvany 
750,60,1,2,13,El Putxet-El Farró 
1.250,128,2,3,10,El Putxet-El Farró 
1.150,85,1,4,14,Sant Gervasi-Galvany 
6.500,375,6,5,17,Sant Gervasi-Galvany 
1.200,58,1,1,21,Sarrià 
1.150,84,2,3,14,Sant Gervasi-Galvany 
800,60,1,2,13,Sant Gervasi-Galvany 
1.350,110,2,4,12,Sant Gervasi-Galvany 
1.450,80,1,2,18,Sant Gervasi-La Bonanova 
750,77,1,2,10,Sant Gervasi-La Bonanova 
1.075,63,1,2,17,El Putxet-El Farró 
950,70,1,3,14,Sarrià 
3.115,116,2,3,27,Sant Gervasi-La Bonanova 
1.450,95,2,2,15,Sant Gervasi-Galvany 
2.430,113,2,5,22,Les Tres Torres 
4.900,280,4,5,18,Sant Gervasi-Galvany 
1.490,83,2,1,18,Sant Gervasi-La Bonanova 
1.600,140,2,3,11,El Putxet-El Farró 
1.500,65,1,2,23,Sant Gervasi-Galvany 
1.900,120,2,4,16,Sant Gervasi-Galvany 
775,35,1,1,22,Sarrià 
1.650,50,1,1,33,Les Tres Torres 
1.300,98,2,3,13,El Putxet-El Farró 
3.800,253,3,4,15,Sant Gervasi-Galvany 
1.000,64,1,2,16,Sant Gervasi-Galvany 
1.600,70,2,2,23,El Putxet-El Farró 
1.500,140,3,3,11,El Putxet-El Farró 
2.000,80,1,1,25,Sant Gervasi-Galvany 
1.180,83,1,2,14,Sant Gervasi-Galvany 
4.900,276,4,6,18,Sarrià 
1.900,119,2,2,16,Sant Gervasi-Galvany 
1.250,72,1,3,17,Sarrià 
1.400,80,2,3,18,El Putxet-El Farró 
1.400,65,1,2,22,Sant Gervasi-Galvany 
1.550,144,2,5,11,El Putxet-El Farró 
1.550,144,2,5,11,Sant Gervasi-Galvany 
890,50,1,1,18,Sant Gervasi-La Bonanova 
1.300,115,2,3,11,El Putxet-El Farró 
2.600,255,4,5,10,Sant Gervasi-La Bonanova 
1.650,93,1,2,18,Sant Gervasi-Galvany 
1.500,149,1,1,10,El Putxet-El Farró 
3.400,149,2,3,23,Sant Gervasi-Galvany 
1.100,55,1,2,20,Sant Gervasi-Galvany 
2.300,149,3,5,15,Sant Gervasi-Galvany 
1.570,108,2,3,15,Les Tres Torres 
1.500,140,3,3,11,El Putxet-El Farró 
1.950,166,4,3,12,Sant Gervasi-Galvany 
1.100,50,1,2,22,Sant Gervasi-La Bonanova 
1.150,84,1,3,14,Sant Gervasi-Galvany 
3.250,155,3,4,21,Sant Gervasi-Galvany 
635,40,1,1,16,El Putxet-El Farró 
2.750,275,4,5,10,Les Tres Torres 
1.850,100,2,2,19,Sarrià 
1.600,121,2,3,13,Sant Gervasi-Galvany 
1.850,195,2,5,9,Sant Gervasi-La Bonanova 
1.600,140,2,3,11,El Putxet-El Farró 
1.500,85,2,2,18,Sant Gervasi-Galvany 
875,50,1,1,18,Sant Gervasi-La Bonanova 
1.550,80,1,3,19,Sant Gervasi-Galvany 
1.150,95,2,3,12,El Putxet-El Farró 
2.125,115,3,3,18,Sant Gervasi-Galvany 
2.750,177,3,5,16,Sant Gervasi-Galvany 
700,77,1,2,9,El Putxet-El Farró 
1.850,88,2,3,21,Sant Gervasi-Galvany 
1.087,84,1,3,13,Sant Gervasi-La Bonanova 
980,76,1,1,13,El Putxet-El Farró 
2.300,139,2,3,17,Sarrià 
1.700,112,2,4,15,Sant Gervasi-La Bonanova 
1.125,75,1,2,15,Sant Gervasi-Galvany 
2.250,172,4,3,13,El Putxet-El Farró 
3.300,274,3,5,12,Sant Gervasi-Galvany 
1.750,145,2,6,12,El Putxet-El Farró 
890,50,1,1,18,Sant Gervasi-La Bonanova 
2.950,150,2,3,20,Les Tres Torres 
2.250,160,3,3,14,Les Tres Torres 
1.400,85,2,3,16,El Putxet-El Farró 
1.100,100,1,4,11,El Putxet-El Farró 
1.250,105,2,3,12,El Putxet-El Farró 
1.400,55,1,2,25,Sant Gervasi-Galvany 
1.550,80,1,3,19,Sant Gervasi-Galvany 
4.900,190,4,4,26,Les Tres Torres 
950,70,1,2,14,Sarrià 
960,70,1,2,14,El Putxet-El Farró 
1.300,60,1,2,22,El Putxet-El Farró 
2.200,190,2,5,12,Sant Gervasi-Galvany 
2.223,66,1,1,34,Sarrià 
1.100,80,2,3,14,Sant Gervasi-La Bonanova 
3.975,243,3,4,16,Sant Gervasi-Galvany 
1.400,100,2,4,14,Sarrià 
2.850,145,2,3,20,Les Tres Torres 
1.200,70,1,2,17,Sant Gervasi-La Bonanova 
725,48,1,2,15,El Putxet-El Farró 
3.803,124,3,4,31,Sarrià 
900,47,1,1,19,Sant Gervasi-Galvany 
1.200,115,2,4,10,El Putxet-El Farró 
1.075,63,1,2,17,El Putxet-El Farró 
5.300,250,6,4,21,Sant Gervasi-La Bonanova 
1.300,65,1,2,20,Sant Gervasi-Galvany 
4.000,300,4,5,13,Sant Gervasi-Galvany 
1.400,55,1,1,25,Sant Gervasi-Galvany 
1.900,120,2,4,16,Sant Gervasi-Galvany 
2.950,257,3,6,11,Sant Gervasi-Galvany 
3.850,285,4,5,14,Les Tres Torres 
1.324,105,2,3,13,Sant Gervasi-Galvany 
900,50,1,1,18,El Putxet-El Farró 
1.499,61,1,1,25,Sarrià 
1.300,117,2,3,11,Sant Gervasi-Galvany 
1.550,120,2,3,13,Les Tres Torres 
1.125,75,1,3,15,El Putxet-El Farró 
1.300,115,2,3,11,El Putxet-El Farró 
1.400,85,2,3,16,El Putxet-El Farró 
1.150,66,1,2,17,El Putxet-El Farró 
1.550,100,2,3,16,Les Tres Torres 
1.550,130,3,3,12,El Putxet-El Farró 
1.700,100,2,3,17,Les Tres Torres 
2.451,101,2,2,24,Sant Gervasi-La Bonanova 
5.000,275,5,5,18,Sarrià 
1.250,86,2,3,15,Sarrià 
1.500,110,2,4,14,El Putxet-El Farró 
800,46,1,1,17,Sant Gervasi-La Bonanova 
950,65,1,2,15,El Putxet-El Farró 
900,55,1,1,16,El Putxet-El Farró 
10.000,488,5,6,20,Sant Gervasi-La Bonanova 
1.395,52,1,1,27,Sant Gervasi-Galvany 
1.100,60,1,3,18,Sant Gervasi-Galvany 
1.750,80,1,2,22,El Putxet-El Farró 
850,65,1,2,13,Sant Gervasi-La Bonanova 
1.200,55,1,2,22,Sarrià 
1.100,89,1,3,12,Sant Gervasi-Galvany 
3.000,123,2,3,24,Sant Gervasi-Galvany 
1.350,107,2,3,13,Sant Gervasi-La Bonanova 
700,66,1,3,11,Sant Gervasi-La Bonanova 
1.500,100,2,3,15,El Putxet-El Farró 
990,76,1,2,13,Sarrià 
1.200,60,2,2,20,El Putxet-El Farró 
2.500,200,3,4,13,Sant Gervasi-Galvany 
3.421,116,2,3,29,Sarrià 
3.500,167,2,3,21,El Putxet-El Farró 
3.287,124,2,3,27,Sarrià 
1.400,50,1,1,28,Sant Gervasi-Galvany 
1.400,101,2,2,14,Sant Gervasi-Galvany 
1.000,77,1,2,13,Sant Gervasi-La Bonanova 
1.650,105,2,3,16,Sant Gervasi-La Bonanova 
1.080,85,1,3,13,Sant Gervasi-La Bonanova 
1.650,95,1,1,17,El Putxet-El Farró 
15.000,475,4,4,32,Sant Gervasi-Galvany 
935,57,1,1,16,Sant Gervasi-Galvany 
3.850,235,3,5,16,Sant Gervasi-Galvany 
778,54,1,2,14,El Putxet-El Farró 
930,46,1,2,20,Sant Gervasi-Galvany 
900,60,1,2,15,Sarrià 
1.090,86,2,3,13,Sant Gervasi-Galvany 
1.180,85,1,2,14,Sant Gervasi-Galvany 
3.000,216,3,3,14,Sant Gervasi-Galvany 
1.950,127,2,4,15,Sant Gervasi-Galvany 
1.100,80,1,3,14,Sant Gervasi-Galvany 
3.160,168,2,5,19,Sarrià 
899,55,1,1,16,El Putxet-El Farró 
1.600,127,2,4,13,Sarrià 
1.550,80,1,3,19,Les Tres Torres 
800,70,1,2,11,Sant Gervasi-Galvany 
1.050,73,1,2,14,Sant Gervasi-Galvany 
1.600,140,2,3,11,El Putxet-El Farró 
700,42,1,1,17,El Putxet-El Farró 
1.130,64,2,2,18,Sant Gervasi-La Bonanova 
1.400,106,2,4,13,Sarrià 
1.350,86,1,3,16,Sant Gervasi-La Bonanova 
1.500,92,2,3,16,Sarrià 
1.000,105,2,4,10,Sant Gervasi-Galvany 
1.750,135,2,3,13,Sant Gervasi-Galvany 
2.350,171,2,3,14,Sant Gervasi-Galvany 
1.400,125,2,4,11,Sant Gervasi-Galvany 
1.390,130,2,3,11,Sant Gervasi-Galvany 
950,45,1,1,21,El Putxet-El Farró 
2.200,120,2,3,18,Sant Gervasi-Galvany 
4.700,300,5,5,16,Sarrià 
700,50,1,1,14,El Putxet-El Farró 
1.450,91,2,4,16,El Putxet-El Farró 
3.850,190,3,4,20,Sant Gervasi-Galvany 
1.600,147,2,3,11,El Putxet-El Farró 
1.250,118,2,4,11,El Putxet-El Farró 
1.200,50,1,1,24,Sarrià 
1.300,100,2,2,13,Sant Gervasi-Galvany 
800,86,1,2,9,Sant Gervasi-Galvany 
950,70,1,2,14,Sant Gervasi-Galvany 
2.680,107,2,3,25,Sant Gervasi-Galvany 
1.650,112,2,3,15,Sarrià 
2.577,96,2,2,27,Sarrià 
990,79,1,3,13,Sant Gervasi-La Bonanova 
2.250,152,3,4,15,Les Tres Torres 
1.500,69,2,3,22,El Putxet-El Farró 
2.500,300,4,4,8,Vallvidrera-El Tibidabo-Les Planes 
1.400,133,2,4,11,Sant Gervasi-La Bonanova 
1.550,101,2,3,15,Les Tres Torres 
1.200,45,1,1,27,El Putxet-El Farró 
3.200,146,2,4,22,Sant Gervasi-Galvany 
1.400,85,2,3,16,El Putxet-El Farró 
5.000,260,4,4,19,Sant Gervasi-Galvany 
1.550,100,2,2,16,Sant Gervasi-Galvany 
1.400,67,2,2,21,Sant Gervasi-Galvany 
3.400,279,4,5,12,Sant Gervasi-Galvany 
1.080,85,1,3,13,El Putxet-El Farró 
900,60,1,1,15,El Putxet-El Farró 
1.108,80,1,2,14,Sant Gervasi-Galvany 
1.550,80,1,3,19,Sant Gervasi-Galvany 
950,100,2,2,10,El Putxet-El Farró 
2.500,195,2,3,13,Sarrià 
1.200,97,2,4,12,Sarrià 
1.198,76,1,3,16,El Putxet-El Farró 
920,72,1,2,13,Sant Gervasi-Galvany 
1.650,115,2,2,14,El Putxet-El Farró 
1.550,100,2,3,16,Les Tres Torres 
1.350,95,2,2,14,Sarrià 
795,48,1,1,17,El Putxet-El Farró 
850,61,1,1,14,Sant Gervasi-Galvany 
3.200,149,2,3,21,Sant Gervasi-Galvany 
1.700,96,1,3,18,Les Tres Torres 
1.550,132,2,5,12,Sant Gervasi-La Bonanova 
975,85,2,4,11,El Putxet-El Farró 
2.400,171,2,4,14,Sant Gervasi-La Bonanova 
1.550,80,1,3,19,Sant Gervasi-Galvany 
1.100,110,2,3,10,El Putxet-El Farró 
2.070,126,3,3,16,Sant Gervasi-Galvany 
1.900,96,2,3,20,El Putxet-El Farró 
1.400,50,1,1,28,Sant Gervasi-Galvany 
1.700,85,2,3,20,El Putxet-El Farró 
1.100,62,1,2,18,Sarrià 
2.350,149,2,3,16,Sant Gervasi-Galvany 
1.500,105,1,3,14,El Putxet-El Farró 
1.627,74,2,2,22,Sarrià 
8.400,750,7,5,11,Vallvidrera-El Tibidabo-Les Planes 
2.500,140,2,3,18,Sant Gervasi-Galvany 
1.550,120,2,3,13,Les Tres Torres 
3.770,190,3,4,20,Sant Gervasi-Galvany 
3.500,205,2,3,17,Sarrià 
1.100,75,1,2,15,Sarrià 
2.600,172,3,4,15,Sant Gervasi-Galvany 
900,87,2,4,10,Sant Gervasi-Galvany 
1.300,85,2,3,15,Sant Gervasi-Galvany 
2.300,132,2,3,17,Sant Gervasi-Galvany 
860,69,1,3,12,El Putxet-El Farró 
4.808,290,4,5,17,Sant Gervasi-Galvany 
2.700,148,3,4,18,Sant Gervasi-La Bonanova 
898,51,1,1,18,Sant Gervasi-Galvany 
1.950,106,2,3,18,Sant Gervasi-La Bonanova 
2.900,250,3,4,12,Sant Gervasi-Galvany 
2.500,140,2,3,18,Sant Gervasi-Galvany 
800,55,1,2,15,Sant Gervasi-Galvany 
1.400,85,2,2,16,El Putxet-El Farró 
900,50,1,2,18,Sarrià 
1.550,144,2,5,11,Sant Gervasi-Galvany 
1.250,67,1,1,19,Sant Gervasi-Galvany 
1.810,60,1,1,30,Sarrià 
1.600,129,1,3,12,Sarrià 
1.100,70,1,2,16,Sarrià 
1.450,55,1,2,26,Sant Gervasi-Galvany 
10.000,325,2,4,31,Sant Gervasi-La Bonanova 
2.950,128,3,3,23,Sant Gervasi-La Bonanova 
3.000,250,3,3,12,Sant Gervasi-Galvany 
3.000,168,3,3,18,Sant Gervasi-Galvany 
3.000,274,3,4,11,Sant Gervasi-Galvany 
2.800,136,2,3,21,Sant Gervasi-Galvany 
1.600,113,2,3,14,Sant Gervasi-La Bonanova 
